timestamp,value
0.0,0.24835707650561634
0.1,0.030701266061235827
0.2,0.5225135998454075
0.30000000000000004,1.0570351348653522
0.4,0.27234165494698254
0.5,0.3623570601296127
0.6000000000000001,1.3542488811487312
0.7000000000000001,1.0279350518141455
0.8,0.4826188979320467
0.9,1.0546069314204656
1.0,0.6097621384016654
1.1,0.658342483276307
1.2000000000000002,1.0530202217502436
1.3,0.006918063088294013
1.4000000000000001,0.12299081373194387
1.5,0.7163512219835682
1.6,0.4931580428742932
1.7000000000000002,1.1487884767501055
1.8,0.5198355931175898
1.9000000000000001,0.24014823701976873
2.0,1.6421218112864588
2.1,0.750321216405606
2.2,0.842260506163552
2.3000000000000003,0.033331119069991644
2.4000000000000004,0.4032718182885593
2.5,0.6539334389588894
2.6,-0.059995416889687236
2.7,0.6152288894066658
2.8000000000000003,0.03466880519650217
2.9000000000000004,0.09340245431734359
3.0,-0.15973329805483125
3.1,0.9677197546877594
3.2,-0.06512275579654704
3.3000000000000003,-0.6866011586211989
3.4000000000000004,0.15573135402476285
3.5,-0.961205052675131
3.6,-0.3380886457924748
3.7,-1.5096712028483812
3.8000000000000003,-1.2759509153919346
3.9000000000000004,-0.5893355412494123
4.0,-0.387569205310223
4.1000000000000005,-0.7325929704694256
4.2,-0.9293999136077084
4.3,-1.0667177845440994
4.4,-1.6908630690732298
4.5,-1.3374522218624514
4.6000000000000005,-1.2240103891133582
4.7,-0.471362144454643
4.800000000000001,-0.8243554640516099
4.9,-1.8639726903056995
5.0,-0.796882289965741
5.1000000000000005,-1.1183558225358903
5.2,-1.2219156558731326
5.300000000000001,-0.5264292978034668
5.4,-0.25726472630801167
5.5,-0.23990026601229264
5.6000000000000005,-1.0508753994836402
5.7,-0.7052917305232449
5.800000000000001,-0.2989704637119746
5.9,0.11389589873094358
6.0,-0.5190026171215708
6.1000000000000005,-0.2749919926040036
6.2,-0.6362568898205105
6.300000000000001,-0.5812894115559848
6.4,0.5228121160475927
6.5,0.893240002373227
